"X","Y","Z"
544235.97,4318687.66,710
544228.04,4318742.57,710
544213.24,4318788.04,710
544220.59,4318860.41,710
544220.45,4318861.42,710
544221.45,4318864.64,710
544223.73,4318971.51,710
544166.95,4319069.41,710
544139.18,4319134.91,710
544074.09,4319198.03,710
543817.92,4319201.32,710
544007.21,4319187.31,710
543972.82,4319131.13,710
543926.63,4319108.5,710
543839.15,4318989.98,710
543823.55,4318949.71,710
543820.68,4318888.63,710
543781.12,4318838.29,710
543756.4,4318816.43,710
543714.67,4318779.53,710
543641.32,4318751.93,710
543563.47,4318755.05,710
543538.4,4318789.96,710
543504.67,4318767.94,710
543441.61,4318837.05,710
543424.96,4318893.77,710
543346.4,4319008.77,710
543376.48,4319058.13,710
543371.53,4319127.05,710
543283.37,4319117.37,710
543219.48,4319132.65,710
543229.58,4319151.59,710
543272.61,4319213.47,710
542813.54,4319165.79,710
543053.56,4319178.01,710
543039.7,4319159.3,710
543075.23,4319060.9,710
543133.04,4319032.25,710
543175.66,4319072.8,710
543258.48,4319066.75,710
543236.39,4319034.16,710
543226.77,4318989.4,710
543218.81,4318932.25,710
543188.04,4318891.34,710
543210.68,4318873.25,710
543200.11,4318762.14,710
543196.72,4318734.45,710
543194.59,4318729.27,710
543192.42,4318722.7,710
543137.2,4318565.98,710
543127.99,4318543.27,710
543149.02,4318543.59,710
543162.79,4318516.05,710
543127.6,4318532.66,710
543123.72,4318427.41,710
543112.18,4318392.72,710
543064.79,4318245.31,710
543176.17,4318358.93,710
543202.95,4318376.84,710
543213.45,4318409.44,710
543254.82,4318444.3,710
543268.25,4318449,710
543285.2,4318457.76,710
543271.87,4318473.32,710
543277.24,4318520.53,710
543279.28,4318514.5,710
543291.61,4318505.49,710
543323.89,4318491.19,710
543347.17,4318489.53,710
543361.1,4318492.22,710
543394.83,4318464.09,710
543426.61,4318444.48,710
543442.8,4318439.67,710
543450.33,4318438.42,710
543478,4318406.63,710
543480.22,4318398.41,710
543502.96,4318384.93,710
543522.16,4318364.75,710
543550.43,4318350.04,710
543570.96,4318341.95,710
543592.15,4318327.68,710
543611.34,4318305.24,710
543645.93,4318277.11,710
543653.8,4318272.27,710
543685.05,4318270.26,710
543714.44,4318267.46,710
543722.89,4318261.38,710
543767.15,4318250.51,710
543794.2,4318214.76,710
543802.79,4318206.84,710
543812.61,4318206.6,710
543879.07,4318172.91,710
543819.71,4318233.33,710
543819.62,4318268.67,710
543840.22,4318265.77,710
543894.97,4318249.35,710
543915.27,4318207.04,710
543915.16,4318182.32,710
543905.61,4318160.42,710
543929.3,4318142.14,710
543945.2,4318130.3,710
543949.67,4318129.73,710
543962.47,4318135.12,710
544004.88,4318147.84,710
544022.74,4318158.24,710
544055.81,4318133.32,710
543217.95,4318693.87,710
543218.42,4318636.32,710
543256.23,4318589.86,710
543272.42,4318574.6,710
543276.3,4318578.13,710
543312.59,4318557.46,710
543362.69,4318613.88,710
543385.19,4318666.81,710
543391.92,4318709.02,710
543384.96,4318748.26,710
543324.33,4318788.01,710
543338.91,4318855.64,710
543325.5,4318876.74,710
543306.69,4318876.34,710
543255.28,4318863.03,710
543221.65,4318735.87,710
543224.3,4318710.17,710
543541.26,4319112.54,710
543518.35,4319080.97,710
543456.62,4319061,710
543419.17,4319144.07,710
542497.1,4318401.65,710
542530.38,4318404.29,710
542550.52,4318374.38,710
542549.41,4318340.25,710
542490.04,4318338.86,710
543080.21,4317993.18,710
543068.2,4318051.04,710
543064.96,4318067.6,710
543058.52,4318085.32,710
543062.51,4318229.78,710
543063.43,4318234.52,710
543145.13,4318171.81,710
543139.99,4318075.96,710
543135.83,4318072.24,710
543096.64,4318043.88,710
543092.5,4318035.01,710
543068.9,4318241.67,710
543193.93,4318296.57,710
543218.6,4318287.29,710
543238.13,4318271.76,710
543255.54,4318245.45,710
543264.4,4318237.21,710
543263.27,4318225.39,710
543244.42,4318156.82,710
543170.61,4318192.8,710
543160.34,4318195.71,710
543410.04,4318387.79,710
543361.09,4318389.09,710
543380.52,4318342,710
543426.74,4318347.8,710
545267.2,4316313.12,710
545243.24,4316343.91,710
545238.81,4316367.96,710
545228.17,4316409.84,710
545241.72,4316438.66,710
545257.14,4316447.96,710
545294.4,4316455.34,710
545322.87,4316462.7,710
545344.47,4316468.27,710
545386.07,4316479.03,710
545441.47,4316486.72,710
545484.52,4316497.03,710
545504.37,4316469.49,710
545503.04,4316461.22,710
545500.08,4316442.32,710
545483.03,4316417.35,710
545464.97,4316390.9,710
545486.91,4316358.35,710
545486.91,4316358.33,710
545486.91,4316358.31,710
545486.6,4316357.87,710
545457.25,4316320.65,710
545454.26,4316316.88,710
545427.48,4316282.96,710
545384.27,4316295.93,710
545348.82,4316299.31,710
545326.12,4316304.18,710
545307.41,4316303.15,710
544388.91,4318129.48,710
544356.2,4318129.67,710
544321.6,4318152.36,710
544344.51,4318168.91,710
544369.47,4318241.79,710
544397.42,4318264.35,710
544406.41,4318246.8,710
544490.08,4318239.15,710
544505.53,4318245.38,710
544525.18,4318242.22,710
544562.55,4318231.34,710
544548.55,4318196.95,710
544540.25,4318169.16,710
544535.6,4318150.99,710
544532.38,4318146.76,710
544520.61,4318139.4,710
544498.43,4318117.82,710
544470.52,4318104.44,710
544437.21,4318102.79,710
544432.65,4318112.38,710
544395.56,4318126.88,710
544313.24,4318399.38,710
544302.22,4318347.18,710
544291.72,4318328.21,710
544262.48,4318313.79,710
544256.68,4318347.3,710
544247.11,4318381.63,710
544773.96,4317634.77,710
544801.96,4317642.32,710
544795.89,4317669.71,710
544781.13,4317667.03,710
544754.25,4317672.52,710
542606.51,4319001.08,712.5
542623.64,4318999.18,712.5
542626.26,4319026.49,712.5
542638.89,4319071.37,712.5
542620.37,4319045.21,712.5
542512.61,4317956.77,712.5
542569.09,4317553.08,712.5
542653.45,4317495.77,712.5
542667.84,4317512.13,712.5
542714.09,4317473.77,712.5
542756.59,4317438.67,712.5
542774.9,4317424.75,712.5
542796.09,4317423.37,712.5
542911.94,4317458.38,712.5
542944.08,4317454.72,712.5
543015.53,4317438.64,712.5
543053.97,4317429.11,712.5
543075.07,4317411.71,712.5
543129.5,4317348.05,712.5
543241.94,4317346.16,712.5
543256.69,4317348.18,712.5
543255.21,4317325.74,712.5
543260.61,4317280.5,712.5
543230.27,4317306.64,712.5
543154.24,4317276.88,712.5
543135.44,4317199.44,712.5
543114.83,4317165.85,712.5
543097.04,4317097.23,712.5
543097.58,4317086.73,712.5
543162.52,4317000.37,712.5
543172.64,4316958.55,712.5
543198.46,4316909.45,712.5
543198.93,4316857.79,712.5
543239.67,4316832.91,712.5
543270.71,4316770.83,712.5
543399.69,4316781.44,712.5
543405.24,4316782.5,712.5
543420.13,4316781.98,712.5
543507.07,4316742.76,712.5
543511.49,4316724.55,712.5
543499.06,4316718.22,712.5
543508.2,4316670.49,712.5
543499.41,4316604.9,712.5
543518.98,4316561.69,712.5
543538.58,4316563.64,712.5
543652.24,4316438.46,712.5
543662.14,4316387.12,712.5
543722.83,4316312.68,712.5
543820.54,4316236.51,712.5
543840.53,4316200.09,712.5
543884.92,4316152.45,712.5
543971.67,4316083.18,712.5
543980.45,4316088.28,712.5
544035.88,4316118,712.5
544046.19,4316143.94,712.5
544078.87,4316171.63,712.5
544092.34,4316201.76,712.5
544108.05,4316217.69,712.5
544114.28,4316244.41,712.5
544161.67,4316296.67,712.5
544182.36,4316327.66,712.5
544199.03,4316386,712.5
544222.78,4316469.18,712.5
544221.96,4316478.5,712.5
544221.38,4316484.88,712.5
544227.04,4316488.33,712.5
544254.17,4316577.11,712.5
544270.58,4316630.81,712.5
544268.95,4316680.81,712.5
544261.15,4316729.29,712.5
544269.04,4316793.84,712.5
544282.05,4316816.14,712.5
544336.22,4316864.2,712.5
544339.85,4316876.74,712.5
544337.92,4316950.86,712.5
544345.12,4316954.81,712.5
544332.25,4316979.82,712.5
544316.65,4317016.32,712.5
544260.81,4317062.53,712.5
544229.03,4317078.39,712.5
544176.08,4317121.03,712.5
544229.73,4317260.75,712.5
544239.19,4317265.22,712.5
544297.9,4317281.64,712.5
544360.08,4317284.38,712.5
544375.98,4317291.3,712.5
544384.86,4317299.13,712.5
544450.4,4317387.76,712.5
544493.3,4317419.22,712.5
544496.67,4317473.6,712.5
544525,4317525.57,712.5
544526.42,4317530.34,712.5
544529.68,4317532.78,712.5
544534.26,4317536.05,712.5
544641.42,4317608.92,712.5
544646.12,4317617.02,712.5
544660.89,4317618.34,712.5
544707.37,4317629.18,712.5
544719.31,4317620.14,712.5
544737.12,4317625.48,712.5
544720.31,4317650.1,712.5
544702.53,4317702.75,712.5
544703.42,4317704.97,712.5
544749.33,4317695.16,712.5
544774.42,4317690.04,712.5
544806.35,4317695.85,712.5
544809.55,4317697.74,712.5
544813.32,4317697.12,712.5
544880.8,4317705.26,712.5
544882.45,4317705.09,712.5
544953.91,4317718.3,712.5
544971.71,4317683.16,712.5
544962.17,4317653.49,712.5
544950.72,4317643.65,712.5
544961.51,4317630.35,712.5
544991.45,4317579.35,712.5
544992.19,4317578.68,712.5
544992.35,4317578.07,712.5
544995.61,4317570.59,712.5
545060.56,4317414.88,712.5
545066.12,4317407.37,712.5
545070,4317401.29,712.5
545094.37,4317347.75,712.5
545179.14,4317173.25,712.5
545200.28,4317128.3,712.5
545206,4317102.53,712.5
545180.38,4317084.66,712.5
545160.6,4317059.89,712.5
545091.65,4316968.2,712.5
545080.33,4316956.29,712.5
545062.72,4316937.78,712.5
545053.92,4316899.66,712.5
545078.97,4316880.64,712.5
545084.65,4316896.99,712.5
545101.77,4316930.78,712.5
545145.15,4316920.03,712.5
545171.61,4316885.03,712.5
545165.35,4316851.89,712.5
545165.29,4316847.89,712.5
545165.78,4316845.38,712.5
545172.95,4316813.03,712.5
545191.92,4316793.76,712.5
545214.75,4316794.12,712.5
545239.33,4316768.38,712.5
545249.86,4316735.33,712.5
545249.25,4316717.05,712.5
545259.75,4316700.58,712.5
545315.43,4316693.62,712.5
545308.35,4316726.62,712.5
545301.37,4316759.11,712.5
545302.01,4316761.71,712.5
545319.31,4316804.25,712.5
545332.93,4316822.04,712.5
545358,4316868.18,712.5
545370.88,4316884.54,712.5
545361.98,4316915.85,712.5
545389.41,4316961.8,712.5
545437.05,4316979.26,712.5
545454.22,4316994.51,712.5
545472.35,4316971.82,712.5
545514.06,4316940.48,712.5
545532.61,4316929.68,712.5
545552.42,4316882.14,712.5
545536.54,4316875.03,712.5
545513.84,4316850.13,712.5
545542.74,4316800.68,712.5
545568.76,4316786.7,712.5
545583.25,4316735.03,712.5
545607.1,4316717.53,712.5
545654.22,4316721.23,712.5
545686.99,4316679.61,712.5
545687.18,4316675.6,712.5
545694.84,4316669.65,712.5
545733.68,4316646.34,712.5
545744.73,4316616.74,712.5
545788.02,4316546.21,712.5
543253.03,4318643.49,712.5
543266.86,4318678.98,712.5
543258.02,4318764.8,712.5
543270.16,4318810.69,712.5
543302.74,4318819.13,712.5
543295.08,4318783.62,712.5
543374.28,4318731.69,712.5
543376.57,4318718.79,712.5
543374.36,4318704.9,712.5
543341.32,4318627.18,712.5
543314.36,4318596.83,712.5
543294.84,4318607.95,712.5
543292.75,4318606.05,712.5
543141.44,4318866.8,712.5
543142.19,4318867.9,712.5
543199.72,4318944.4,712.5
543205.51,4318985.96,712.5
543218.34,4319045.65,712.5
543229.46,4319062.05,712.5
543187.77,4319065.1,712.5
543137.35,4319017.12,712.5
543068.94,4319051.02,712.5
543026.9,4319167.44,712.5
543032.17,4319174.54,712.5
542744.24,4319159.88,712.5
543294.93,4319217.09,712.5
543243.32,4319142.85,712.5
543239.61,4319135.91,712.5
543263.03,4319130.31,712.5
543381.91,4319143.36,712.5
543388.59,4319050.43,712.5
543365.04,4319011.79,712.5
543426.54,4318921.76,712.5
543448.29,4318847.67,712.5
543497.25,4318794.01,712.5
543554.82,4318831.58,712.5
543568.88,4318837.88,712.5
543585.84,4318830.89,712.5
543601.35,4318801.98,712.5
543627.59,4318765.43,712.5
543649.35,4318764.56,712.5
543669.85,4318772.27,712.5
543735.11,4318829.97,712.5
543773.77,4318864.16,712.5
543802.23,4318900.37,712.5
543807.24,4319007.07,712.5
543808.24,4319009.64,712.5
543913.99,4319152.93,712.5
543927.87,4319159.73,712.5
543938.21,4319176.61,712.5
543432.8,4319214.01,712.5
544116.78,4319205.22,712.5
544158.3,4319164.96,712.5
544196.77,4319074.24,712.5
544272.12,4318944.29,712.5
544272.69,4318940.36,712.5
544249.51,4318866.13,712.5
544253.08,4318839.73,712.5
544248.42,4318793.73,712.5
544267.04,4318736.5,712.5
544336.6,4318709.33,712.5
544361.44,4318685.09,712.5
544428.73,4318645.96,712.5
544451.47,4318626.81,712.5
544517.84,4318593.25,712.5
544556.5,4318592.11,712.5
544574,4318557.58,712.5
544537.6,4318517.42,712.5
544510.31,4318472.77,712.5
544550.49,4318472,712.5
544564.57,4318486.13,712.5
544605.7,4318559.21,712.5
544608.51,4318563.16,712.5
544609.94,4318575.93,712.5
544597.79,4318633.82,712.5
544612.39,4318679.95,712.5
544620.52,4318719.07,712.5
544628.37,4318725.82,712.5
544638.07,4318720.32,712.5
544646.95,4318714.16,712.5
544679.64,4318689.4,712.5
544719.98,4318663.41,712.5
544748.36,4318694.26,712.5
544750.21,4318696.32,712.5
544793.04,4318665.96,712.5
544793.12,4318665.73,712.5
544795.63,4318664.12,712.5
544838.54,4318636.65,712.5
544838.7,4318636.07,712.5
544854.38,4318567.22,712.5
544852.15,4318557.98,712.5
544839.96,4318528.63,712.5
544839.63,4318523.16,712.5
544819.19,4318505.32,712.5
544807.03,4318497.45,712.5
544783.33,4318504.17,712.5
544803.22,4318479.81,712.5
544797.59,4318426.44,712.5
544793.23,4318394.01,712.5
544794.37,4318382.32,712.5
544767.54,4318372.27,712.5
544743.66,4318357.98,712.5
544723.16,4318329.03,712.5
544742.02,4318284.33,712.5
544735.13,4318258.7,712.5
544742.61,4318245.56,712.5
544729.79,4318238.85,712.5
544706.94,4318211.69,712.5
544699.67,4318194.61,712.5
544694.54,4318179.88,712.5
544758.63,4318126.89,712.5
544807.17,4318085.31,712.5
544832.14,4318050.11,712.5
544834.84,4318028.41,712.5
544861.53,4317989.52,712.5
544885.66,4317920.23,712.5
544933.95,4317864.08,712.5
544915.27,4317824.37,712.5
544843.21,4317779.65,712.5
544818.24,4317811.61,712.5
544817.25,4317859.56,712.5
544765.89,4317866.48,712.5
544711.5,4317913.08,712.5
544696.31,4317879.35,712.5
544685.29,4317876.8,712.5
544677.5,4317881.67,712.5
544644.64,4317883.84,712.5
544620.44,4317870.94,712.5
544617.88,4317851.44,712.5
544598.73,4317859.16,712.5
544563.82,4317850.1,712.5
544550.85,4317824.44,712.5
544527.86,4317816.43,712.5
544502.2,4317807.81,712.5
544464.69,4317782.07,712.5
544423.63,4317830.42,712.5
544349.95,4317880.21,712.5
544318.87,4317882.26,712.5
544296.11,4317883.48,712.5
544271.06,4317895.01,712.5
544249.7,4317911.26,712.5
544221.24,4317923.03,712.5
544214.74,4317959.26,712.5
544180.28,4317999.28,712.5
544171.76,4317985.94,712.5
544153.22,4317971.73,712.5
544141.53,4317983.16,712.5
544111.82,4317991.64,712.5
544089.2,4318008.44,712.5
544080.49,4318043.68,712.5
544077.16,4318046.96,712.5
544062.83,4318077.2,712.5
544043.57,4318082.51,712.5
544016.46,4318085.96,712.5
544002.84,4318058.47,712.5
543987.56,4318048.46,712.5
543961.4,4318057.86,712.5
543946.91,4318059.24,712.5
543944.09,4318077.57,712.5
543948.05,4318096.17,712.5
543926.03,4318098.97,712.5
543918.07,4318104.89,712.5
543880.5,4318128.01,712.5
543861.67,4318153.52,712.5
543822.28,4318173.49,712.5
543788.55,4318174.32,712.5
543780.38,4318172.25,712.5
543780.01,4318176.83,712.5
543766.76,4318188.23,712.5
543746.12,4318207.26,712.5
543742.56,4318211.96,712.5
543736.75,4318213.38,712.5
543697.91,4318241.35,712.5
543682.33,4318242.84,712.5
543640.68,4318251.74,712.5
543606.81,4318279.37,712.5
543599.52,4318286.66,712.5
543594.15,4318291.05,712.5
543578.9,4318309.32,712.5
543566.01,4318324.38,712.5
543561.37,4318327.5,712.5
543556.88,4318329.28,712.5
543513.87,4318351.65,712.5
543484.64,4318382.36,712.5
543474.11,4318388.61,712.5
543470.84,4318400.75,712.5
543456.95,4318416.7,712.5
543431.26,4318420.96,712.5
543380.74,4318435.95,712.5
543378.28,4318400.08,712.5
543417.42,4318399.04,712.5
543438.62,4318348.27,712.5
543444.51,4318343.72,712.5
543474.32,4318343.88,712.5
543443.11,4318337.47,712.5
543462.23,4318270.64,712.5
543464.38,4318269.65,712.5
543462.02,4318266.31,712.5
543459.85,4318266.9,712.5
543451.5,4318267.5,712.5
543433.65,4318326.7,712.5
543409.3,4318333.26,712.5
543371.98,4318328.57,712.5
543365.94,4318343.21,712.5
543361.08,4318332.94,712.5
543316.6,4318342.31,712.5
543289.9,4318350.11,712.5
543294.18,4318375.56,712.5
543300.67,4318416.29,712.5
543263.31,4318395.2,712.5
543243.74,4318383.9,712.5
543236.26,4318355.66,712.5
543240.96,4318322.44,712.5
543246.92,4318292.34,712.5
543266.52,4318262.71,712.5
543289.57,4318241.29,712.5
543286.61,4318210.54,712.5
543278.8,4318182.11,712.5
543260.47,4318114.07,712.5
543239.84,4318078.83,712.5
543216.75,4318084.58,712.5
543170.25,4318057.57,712.5
543142.6,4318033.02,712.5
543132.96,4318017.36,712.5
543125.2,4318006.44,712.5
543119.73,4317994.73,712.5
543088.64,4317888.85,712.5
543058.24,4318035.3,712.5
543050.03,4318077.22,712.5
543033.73,4318122.04,712.5
543035.82,4318197.77,712.5
542992.01,4318203.03,712.5
542979.21,4318216.52,712.5
542984.81,4318226.35,712.5
543032.28,4318258.99,712.5
543045.53,4318298.46,712.5
543073.74,4318386.2,712.5
543093.8,4318446.55,712.5
543095.48,4318492.13,712.5
543087.27,4318545.29,712.5
543056.84,4318582.84,712.5
543085.22,4318599.88,712.5
543088.73,4318671.28,712.5
543120.24,4318606.75,712.5
543160.43,4318720.82,712.5
543167.69,4318742.74,712.5
543174.77,4318760.05,712.5
543183,4318827.07,712.5
543183.19,4318836.77,712.5
543141.65,4318865.67,712.5
543140.43,4318866.12,712.5
543552.67,4319114.39,712.5
543525.24,4319076.59,712.5
543451.32,4319052.68,712.5
543406.48,4319152.14,712.5
542681.84,4318973.38,712.5
542697.52,4318981.15,712.5
542706.51,4318980.82,712.5
542706.03,4318975.73,712.5
542705,4318973.68,712.5
542702.84,4318975.06,712.5
542492.22,4318418.82,712.5
542542.15,4318422.79,712.5
542572.36,4318377.92,712.5
542570.7,4318326.7,712.5
542481.62,4318324.62,712.5
543725.9,4318013.18,712.5
543735.91,4318037.79,712.5
543728.02,4318089.04,712.5
543726.82,4318095.44,712.5
543720,4318104.46,712.5
543735.41,4318100.66,712.5
543737.96,4318093.04,712.5
543758.77,4318037.48,712.5
543763.14,4318029.1,712.5
543758.02,4318023.72,712.5
543752,4318021.46,712.5
545316.3,4316689.56,712.5
545271.08,4316665.29,712.5
545276.31,4316626.72,712.5
545305.42,4316605.59,712.5
545325.39,4316603.96,712.5
545335.88,4316593.02,712.5
545355.7,4316620.31,712.5
545344.11,4316633.38,712.5
545320.43,4316683.12,712.5
545273.86,4316323.76,712.5
545272.21,4316325.88,712.5
545269.06,4316342.99,712.5
545261.31,4316388.64,712.5
545279.67,4316397,712.5
545307.82,4316415.72,712.5
545337.65,4316423.43,712.5
545371.03,4316432.06,712.5
545413.72,4316443.1,712.5
545450.46,4316424.66,712.5
545427.77,4316395.96,712.5
545408.89,4316372.03,712.5
545398.19,4316358.23,712.5
545385.27,4316341.86,712.5
545368.34,4316320.44,712.5
545339.88,4316326.56,712.5
545276.64,4316323.07,712.5
543371.79,4316686.09,712.5
543348.88,4316693.9,712.5
543326.87,4316714.67,712.5
543386.74,4316753.41,712.5
544401.83,4318066.35,712.5
544416.74,4318071.52,712.5
544416.02,4318062.33,712.5
544463.78,4318048.81,712.5
544482.88,4318036.21,712.5
544493.19,4318007.87,712.5
544476.67,4317967.16,712.5
544476.06,4317963.98,712.5
544522.61,4317939.76,712.5
544560.9,4317920.21,712.5
544570.19,4317914.18,712.5
544578.2,4317907.88,712.5
544584.01,4317894.09,712.5
544556.39,4317892.3,712.5
544523.83,4317920.13,712.5
544514.01,4317926.2,712.5
544474.4,4317961.57,712.5
544471.34,4317963.22,712.5
544467.8,4317967.96,712.5
544428.71,4317997.45,712.5
544419.49,4318021.84,712.5
544398.68,4318043.84,712.5
544415.69,4318170.6,712.5
544443.38,4318112.38,712.5
544468.4,4318113.62,712.5
544489.36,4318123.67,712.5
544518.83,4318152.35,712.5
544521.5,4318159.98,712.5
544526.02,4318169.76,712.5
544536.62,4318205.2,712.5
544546.01,4318228.27,712.5
544520.93,4318235.56,712.5
544507.75,4318237.69,712.5
544497.39,4318233.5,712.5
544403.31,4318242.1,712.5
544399.32,4318249.89,712.5
544386.91,4318239.88,712.5
544367.15,4318182.2,712.5
544414.88,4318170.67,712.5
544415.49,4318170.67,712.5
543648.68,4318164.12,712.5
543657.17,4318156.37,712.5
543674.09,4318133.67,712.5
543649.2,4318129.37,712.5
543636.17,4318144.46,712.5
543630.79,4318152.1,712.5
543637.52,4318170.59,712.5
544601.32,4317778.42,712.5
544607.23,4317772.72,712.5
544646.73,4317741.29,712.5
544600.24,4317761.98,712.5
544595.9,4317773.35,712.5
544832.03,4317623.19,712.5
544832.84,4317585.36,712.5
544813.28,4317576.74,712.5
544804.98,4317575.46,712.5
544772.91,4317603.46,712.5
544820.17,4317622.42,712.5
544829.34,4317624.9,712.5
544826.07,4317639.67,712.5
544839.51,4317635.81,712.5
543715.98,4319218.12,715
544159.47,4319212.42,715
544177.42,4319195.01,715
544226.58,4319079.07,715
544289.19,4318971.11,715
544295.71,4318925.71,715
544278.58,4318870.84,715
544285.58,4318819.06,715
544283.59,4318799.43,715
544291.54,4318775,715
544321.22,4318763.41,715
544376.79,4318709.21,715
544417.48,4318685.54,715
544463.94,4318646.42,715
544509.23,4318623.51,715
544575.24,4318621.56,715
544595.93,4318580.74,715
544585.24,4318631.66,715
544588.77,4318642.83,715
544606.49,4318728,715
544623.57,4318742.7,715
544644.69,4318730.73,715
544664.01,4318717.3,715
544686.4,4318700.35,715
544714.03,4318682.55,715
544733.47,4318703.68,715
544759.24,4318732.33,715
544772.11,4318740.68,715
544779.47,4318742.47,715
544783,4318735.91,715
544786.32,4318726.21,715
544803.59,4318680.82,715
544831.5,4318662.89,715
544844.33,4318644.91,715
544849.47,4318638.48,715
544851.61,4318628.62,715
544864.6,4318577.58,715
544865.7,4318563.21,715
544852.14,4318530.56,715
544851.26,4318515.75,715
544823.42,4318491.46,715
544819.99,4318482.09,715
544814.85,4318468.08,715
544810.08,4318422.87,715
544804.71,4318382.86,715
544803.31,4318376.58,715
544802.56,4318373.9,715
544797.73,4318371.9,715
544758.59,4318348.49,715
544747.6,4318332.96,715
544757.71,4318308.99,715
544744.6,4318260.23,715
544758.84,4318235.23,715
544734.45,4318222.48,715
544718.95,4318204.05,715
544714.02,4318192.47,715
544710.54,4318182.48,715
544754.01,4318146.54,715
544795.05,4318111.38,715
544814.51,4318098.58,715
544832.22,4318093.87,715
544822.99,4318081.33,715
544841.7,4318054.94,715
544844.92,4318029.06,715
544876.76,4317982.66,715
544894.53,4317931.65,715
544958.7,4317857.04,715
544933.88,4317804.27,715
544838.11,4317744.84,715
544804.93,4317787.3,715
544803.61,4317851.03,715
544735.35,4317860.22,715
544724.56,4317869.47,715
544721.54,4317862.78,715
544690.88,4317855.68,715
544669.22,4317869.24,715
544648.71,4317870.59,715
544633.62,4317862.54,715
544627.7,4317817.53,715
544594.73,4317830.82,715
544625.48,4317801.13,715
544634.24,4317794.16,715
544664.62,4317762.49,715
544685.01,4317746.91,715
544711.5,4317736.48,715
544747.5,4317717.31,715
544762.11,4317714.19,715
544767.72,4317713.05,715
544774.85,4317714.35,715
544800.52,4317729.52,715
544830.76,4317724.53,715
544847.36,4317726.53,715
544910.77,4317720.28,715
544961.08,4317729.58,715
544983.62,4317685.08,715
544971.54,4317647.53,715
544970.81,4317646.9,715
544971.5,4317646.06,715
544973.41,4317642.81,715
545011.02,4317608.28,715
545019.36,4317577.22,715
545085.41,4317425.51,715
545101.33,4317395.32,715
545196.18,4317200.04,715
545232.16,4317123.54,715
545241.9,4317079.69,715
545198.3,4317049.27,715
545164.65,4317007.12,715
545130.96,4316962.34,715
545117.85,4316948.54,715
545157.09,4316938.81,715
545183.56,4316903.8,715
545193.9,4316896.76,715
545196.4,4316889.04,715
545197.15,4316881.97,715
545196.7,4316852.98,715
545202.74,4316821.86,715
545203.6,4316817.99,715
545205.87,4316815.68,715
545208.6,4316815.72,715
545245.13,4316777.49,715
545260.77,4316728.39,715
545260.45,4316718.87,715
545265.92,4316710.28,715
545294.93,4316706.66,715
545291.25,4316723.85,715
545287.03,4316743.46,715
545280.88,4316772.15,715
545290.2,4316789.43,715
545300.97,4316815.92,715
545308.45,4316825.69,715
545343.45,4316890.12,715
545349.68,4316898.03,715
545345.37,4316913.16,715
545384.57,4316978.82,715
545447.65,4317001.94,715
545451.75,4317003.19,715
545452.24,4317003.14,715
545512.74,4316957.67,715
545540.24,4316941.67,715
545569.59,4316871.21,715
545546.06,4316860.67,715
545528.15,4316841.03,715
545550.95,4316802.01,715
545571.48,4316790.98,715
545587,4316735.63,715
545605.9,4316721.78,715
545657.13,4316725.8,715
545691.16,4316682.58,715
545692.87,4316681.58,715
545694.18,4316680.77,715
545738.62,4316654.11,715
545752.12,4316617.93,715
545786.88,4316561.29,715
542486.89,4318249.39,715
542572.46,4318312.7,715
542591.99,4318313.16,715
542592.44,4318327.01,715
542621.61,4318372.24,715
542590.59,4318399.02,715
542564.35,4318425.8,715
542553.92,4318441.29,715
542487.33,4318436,715
542487.1,4318433.92,715
542579.7,4318874.12,715
542593.47,4318803.13,715
542605.05,4318803.94,715
542620.48,4318819.02,715
542665.56,4318851.77,715
542683.72,4318901.51,715
542664.02,4318914.03,715
542649.8,4318954.96,715
542692.2,4318958.33,715
542713.12,4318945.03,715
542723.09,4318964.88,715
542727.66,4319014.07,715
542713.42,4319014.61,715
542721.78,4319022.26,715
542692.78,4319059.13,715
542676.22,4319080.19,715
542654.42,4319097.4,715
542645.99,4319085.48,715
542684.68,4319145.72,715
542694.71,4319141.65,715
542708.6,4319143.95,715
542787.44,4319134.92,715
542839.43,4319128.98,715
542866.35,4319132.08,715
542875.91,4319121.95,715
542891.09,4319140.74,715
543013.85,4319164.23,715
543033.23,4319122.61,715
543062.65,4319041.13,715
543141.65,4319001.99,715
543199.87,4319057.39,715
543200.43,4319057.35,715
543200.28,4319057.13,715
543184.24,4318982.51,715
543180.62,4318956.54,715
543144.67,4318908.74,715
543123.92,4318878.58,715
543096.3,4318859.6,715
543129.92,4318847.2,715
543151.5,4318832.19,715
543150.64,4318788.21,715
543093.14,4318789.36,715
543090.1,4318787.94,715
543064.97,4318750.36,715
543061.8,4318749.4,715
543064.41,4318744.21,715
543073.63,4318741.87,715
543093.83,4318779.22,715
543106,4318777.83,715
543144.84,4318766.11,715
543140.79,4318756.22,715
543128.44,4318718.94,715
543114.39,4318679.08,715
543102.57,4318703.28,715
543069.85,4318687.95,715
543056.01,4318651.55,715
543027.49,4318632.16,715
543008.22,4318613.74,715
543023.72,4318578.82,715
543045.93,4318551.42,715
543055.95,4318486.53,715
542993.77,4318531.2,715
542968.79,4318525.78,715
542978.29,4318506.39,715
543054.97,4318461.87,715
543047.29,4318415.76,715
543035.3,4318379.69,715
543028.62,4318358.93,715
543001.54,4318278.28,715
542978.23,4318262.25,715
542951.97,4318216.13,715
